temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria
39.58,66.56,292.32,0.27,2024-09-28,04:00:00,98.73
39.48,75.69,582.05,0.91,2024-09-28,04:04:00,98.01
4.56,81.04,428.48,1.1,2024-09-28,04:08:00,98.43
24.72,71.46,394.5,0.94,2024-09-28,04:12:00,96.98
2.88,87.33,667.18,0.87,2024-09-28,04:16:00,96.28
27.48,89.42,385.94,0.19,2024-09-28,04:20:00,94.3
22.08,71.33,370.76,0.4,2024-09-28,04:24:00,98.56
44.39,89.35,30.25,0.43,2024-09-28,04:28:00,97.1
17.55,63.63,49.98,0.33,2024-09-28,04:32:00,96.07
5.85,89.32,5.34,0.21,2024-09-28,04:36:00,94.3
7.15,65.35,657.54,0.58,2024-09-28,04:40:00,99.1
38.08,62.9,294.04,0.57,2024-09-28,04:44:00,96.52
30.91,82.46,337.36,0.39,2024-09-28,04:48:00,100.0
5.06,76.52,608.68,1.28,2024-09-28,04:52:00,92.39
4.21,91.78,438.66,0.35,2024-09-28,04:56:00,97.15
35.05,72.71,438.84,0.46,2024-09-28,05:00:00,93.81
3.64,70.05,213.5,0.13,2024-09-28,05:04:00,95.05
41.09,77.53,600.41,0.8,2024-09-28,05:08:00,95.95
35.31,75.96,119.4,1.08,2024-09-28,05:12:00,97.74
4.07,72.05,38.27,0.12,2024-09-28,05:16:00,97.03
4.24,84.28,137.95,0.69,2024-09-28,05:20:00,95.38
49.33,86.58,192.77,0.37,2024-09-28,05:24:00,95.13
18.71,89.85,203.26,0.83,2024-09-28,05:28:00,93.03
18.53,94.05,482.77,0.59,2024-09-28,05:32:00,95.23
40.64,69.33,156.83,0.59,2024-09-28,05:36:00,94.96
47.36,85.06,487.19,0.56,2024-09-28,05:40:00,98.82
49.3,73.8,65.62,1.49,2024-09-28,05:44:00,95.64
37.67,83.7,105.99,0.16,2024-09-28,05:48:00,95.64
18.81,76.66,366.35,0.05,2024-09-28,05:52:00,96.84
4.18,94.78,663.76,0.81,2024-09-28,05:56:00,99.14
38.86,85.51,618.89,0.19,2024-09-28,06:00:00,99.09
27.92,93.34,697.5,0.85,2024-09-28,06:04:00,100.0
21.21,89.22,468.34,0.78,2024-09-28,06:08:00,93.58
45.32,91.6,486.59,0.26,2024-09-28,06:12:00,96.7
5.56,88.5,450.02,2.32,2024-09-28,06:16:00,96.16
24.63,76.07,448.43,1.21,2024-09-28,06:20:00,92.71
0.57,68.81,105.93,0.47,2024-09-28,06:24:00,94.02
23.43,72.96,391.49,0.57,2024-09-28,06:28:00,98.16
2.82,60.71,277.97,1.04,2024-09-28,06:32:00,97.39
5.94,78.34,318.63,0.17,2024-09-28,06:36:00,97.37
5.88,77.68,376.99,0.69,2024-09-28,06:40:00,97.21
32.46,78.38,92.45,0.46,2024-09-28,06:44:00,92.94
37.3,94.09,258.83,1.24,2024-09-28,06:48:00,94.11
29.17,91.9,45.68,0.09,2024-09-28,06:52:00,95.22
48.11,65.66,705.36,0.6,2024-09-28,06:56:00,97.95
18.74,72.91,85.34,0.17,2024-09-28,07:00:00,96.54
14.29,74.84,186.14,0.7,2024-09-28,07:04:00,98.08
43.43,72.62,641.73,0.52,2024-09-28,07:08:00,100.0
11.18,87.95,347.55,0.56,2024-09-28,07:12:00,93.08
48.16,78.34,97.66,0.88,2024-09-28,07:16:00,96.01
0.61,80.02,276.65,0.74,2024-09-28,07:20:00,96.01
48.49,89.86,83.42,0.29,2024-09-28,07:24:00,94.57
2.16,88.21,144.16,0.06,2024-09-28,07:28:00,97.1
44.56,64.63,37.46,0.1,2024-09-28,07:32:00,100.0
26.39,84.99,315.52,0.3,2024-09-28,07:36:00,94.31
49.65,75.24,580.78,0.57,2024-09-28,07:40:00,97.4
3.69,70.31,421.9,0.48,2024-09-28,07:44:00,94.1
27.69,61.75,436.57,0.58,2024-09-28,07:48:00,92.57
48.47,77.05,144.42,1.06,2024-09-28,07:52:00,94.95
26.15,72.44,247.6,0.31,2024-09-28,07:56:00,96.71
31.47,68.8,608.57,0.84,2024-09-28,08:00:00,96.96
34.79,84.31,63.26,0.55,2024-09-28,08:04:00,99.71
22.73,86.93,617.71,1.13,2024-09-28,08:08:00,96.7
31.38,68.57,348.26,0.6,2024-09-28,08:12:00,96.16
29.22,61.73,602.75,1.39,2024-09-28,08:16:00,97.79
45.06,89.71,228.96,0.79,2024-09-28,08:20:00,96.62
2.27,60.35,243.97,0.98,2024-09-28,08:24:00,96.06
14.05,92.8,541.16,0.3,2024-09-28,08:28:00,95.74
47.52,81.97,565.2,1.12,2024-09-28,08:32:00,97.37
44.51,71.26,165.34,1.4,2024-09-28,08:36:00,97.14
22.78,68.63,700.47,0.73,2024-09-28,08:40:00,95.55
31.01,60.32,60.83,0.4,2024-09-28,08:44:00,98.95
13.87,68.24,49.32,1.0,2024-09-28,08:48:00,97.75
9.41,64.82,428.76,0.84,2024-09-28,08:52:00,97.98
23.18,81.43,520.37,1.68,2024-09-28,08:56:00,94.22
17.67,65.83,691.84,0.71,2024-09-28,09:00:00,95.01
29.18,78.5,291.56,0.46,2024-09-28,09:04:00,99.06
3.89,80.65,18.21,0.55,2024-09-28,09:08:00,98.1
48.72,70.43,434.09,0.25,2024-09-28,09:12:00,93.19
49.31,61.23,208.58,0.4,2024-09-28,09:16:00,96.68
34.91,61.3,311.72,0.08,2024-09-28,09:20:00,97.92
26.8,60.92,351.7,0.45,2024-09-28,09:24:00,93.94
15.48,85.87,46.45,1.02,2024-09-28,09:28:00,98.0
40.69,71.13,349.91,1.79,2024-09-28,09:32:00,96.08
34.24,87.87,306.95,0.38,2024-09-28,09:36:00,98.98
8.13,75.11,513.03,0.77,2024-09-28,09:40:00,95.7
45.55,75.85,464.88,0.46,2024-09-28,09:44:00,93.06
41.13,77.95,133.36,0.37,2024-09-28,09:48:00,97.0
47.49,84.96,148.42,0.2,2024-09-28,09:52:00,93.69
36.29,69.57,180.72,1.32,2024-09-28,09:56:00,94.78
30.67,64.26,128.84,0.12,2024-09-28,10:00:00,92.29
20.91,79.46,473.19,0.68,2024-09-28,10:04:00,94.3
46.64,71.44,715.99,0.15,2024-09-28,10:08:00,98.59
43.3,75.49,469.52,0.32,2024-09-28,10:12:00,96.19
2.26,82.64,436.81,1.27,2024-09-28,10:16:00,95.42
1.32,77.29,295.15,0.19,2024-09-28,10:20:00,94.13
18.82,81.71,225.06,0.63,2024-09-28,10:24:00,96.29
40.53,79.05,655.97,1.12,2024-09-28,10:28:00,95.42
49.36,85.89,697.68,0.66,2024-09-28,10:32:00,100.0
7.52,84.71,357.68,0.69,2024-09-28,10:36:00,95.89
29.71,78.7,208.94,0.66,2024-09-28,10:40:00,96.75
19.04,83.76,554.49,0.97,2024-09-28,10:44:00,94.56
48.5,90.57,95.37,1.1,2024-09-28,10:48:00,95.79
42.11,75.13,551.22,0.6,2024-09-28,10:52:00,96.74
41.92,74.45,589.64,0.53,2024-09-28,10:56:00,93.96
23.43,86.75,89.93,0.14,2024-09-28,11:00:00,96.99
20.74,80.39,703.34,0.26,2024-09-28,11:04:00,96.05
13.67,62.49,709.57,0.65,2024-09-28,11:08:00,91.23
2.82,91.22,674.44,0.09,2024-09-28,11:12:00,97.42
43.24,61.08,357.15,0.24,2024-09-28,11:16:00,96.74
40.65,86.19,177.17,0.38,2024-09-28,11:20:00,96.24
49.99,86.56,419.05,0.17,2024-09-28,11:24:00,94.48
49.83,93.36,302.35,0.24,2024-09-28,11:28:00,100.0
27.77,61.89,148.28,0.68,2024-09-28,11:32:00,94.56
38.45,80.89,305.05,0.46,2024-09-28,11:36:00,89.75
47.24,74.97,478.0,0.82,2024-09-28,11:40:00,96.75
42.48,71.57,51.06,0.37,2024-09-28,11:44:00,95.44
12.37,63.16,240.06,0.45,2024-09-28,11:48:00,92.82
22.53,79.69,12.81,0.59,2024-09-28,11:52:00,95.19
6.46,76.77,539.64,0.26,2024-09-28,11:56:00,95.55
47.7,63.66,461.3,0.71,2024-09-28,12:00:00,94.17
30.31,81.44,45.12,0.2,2024-09-28,12:04:00,95.89
11.43,85.83,694.61,0.28,2024-09-28,12:08:00,96.37
33.59,86.85,16.29,0.33,2024-09-28,12:12:00,95.56
30.91,91.69,424.77,0.3,2024-09-28,12:16:00,93.8
17.91,74.33,558.98,0.52,2024-09-28,12:20:00,96.58
5.68,93.36,567.29,0.3,2024-09-28,12:24:00,92.4
33.58,90.29,24.69,0.43,2024-09-28,12:28:00,96.44
26.02,70.38,652.62,1.05,2024-09-28,12:32:00,96.23
38.62,65.57,661.29,1.11,2024-09-28,12:36:00,95.17
26.01,75.24,404.2,0.01,2024-09-28,12:40:00,94.58
42.61,74.07,347.1,0.68,2024-09-28,12:44:00,93.14
27.6,80.15,32.3,0.07,2024-09-28,12:48:00,94.52
28.05,80.42,404.61,0.72,2024-09-28,12:52:00,93.95
43.83,86.25,294.75,0.94,2024-09-28,12:56:00,93.55
20.17,77.85,556.42,0.34,2024-09-28,13:00:00,93.15
6.7,63.67,290.8,1.13,2024-09-28,13:04:00,98.18
1.44,90.04,492.18,0.26,2024-09-28,13:08:00,97.07
37.76,70.84,73.01,1.02,2024-09-28,13:12:00,100.0
31.02,94.0,95.73,0.92,2024-09-28,13:16:00,96.0
35.2,64.13,100.59,0.13,2024-09-28,13:20:00,96.96
10.65,93.54,32.78,0.36,2024-09-28,13:24:00,95.37
6.82,63.19,389.76,0.11,2024-09-28,13:28:00,98.53
0.73,68.09,571.66,0.18,2024-09-28,13:32:00,95.39
17.53,61.63,439.5,1.16,2024-09-28,13:36:00,97.44
29.5,84.68,413.97,0.71,2024-09-28,13:40:00,95.85
19.61,89.76,490.05,0.29,2024-09-28,13:44:00,99.15
21.87,75.19,244.54,0.07,2024-09-28,13:48:00,94.5
45.21,92.5,260.61,0.1,2024-09-28,13:52:00,97.75
17.41,80.66,226.27,0.43,2024-09-28,13:56:00,95.23
25.7,82.05,512.72,1.2,2024-09-28,14:00:00,93.77
39.18,89.59,116.38,0.85,2024-09-28,14:04:00,95.33
19.83,70.39,9.38,0.44,2024-09-28,14:08:00,90.93
31.1,72.4,429.26,0.45,2024-09-28,14:12:00,97.29
43.12,91.71,678.51,0.6,2024-09-28,14:16:00,96.74
47.48,91.53,438.77,1.06,2024-09-28,14:20:00,99.2
7.35,94.18,563.7,0.22,2024-09-28,14:24:00,93.47
46.33,91.56,484.41,0.59,2024-09-28,14:28:00,93.9
24.61,64.46,358.15,0.17,2024-09-28,14:32:00,92.85
12.91,88.83,517.24,0.56,2024-09-28,14:36:00,96.1
22.96,74.34,593.35,0.44,2024-09-28,14:40:00,94.53
49.0,94.68,161.81,0.11,2024-09-28,14:44:00,93.7
24.63,76.53,242.01,0.6,2024-09-28,14:48:00,96.14
16.44,79.38,161.08,0.33,2024-09-28,14:52:00,97.54
31.67,78.54,325.56,0.36,2024-09-28,14:56:00,95.54
12.01,71.26,637.25,0.24,2024-09-28,15:00:00,94.36
3.79,62.63,248.55,0.55,2024-09-28,15:04:00,97.65
6.44,91.35,269.62,0.52,2024-09-28,15:08:00,94.8
6.4,88.09,619.46,0.82,2024-09-28,15:12:00,94.76
7.6,64.88,371.07,0.65,2024-09-28,15:16:00,96.31
6.94,87.19,385.52,0.24,2024-09-28,15:20:00,93.91
32.04,81.9,619.78,0.85,2024-09-28,15:24:00,97.32
9.09,74.32,353.18,1.0,2024-09-28,15:28:00,93.43
17.28,68.89,490.72,0.27,2024-09-28,15:32:00,94.04
44.84,90.09,61.66,0.38,2024-09-28,15:36:00,92.94
23.7,84.51,128.61,0.32,2024-09-28,15:40:00,96.97
33.38,79.17,291.15,0.51,2024-09-28,15:44:00,97.94
8.62,81.33,356.28,0.25,2024-09-28,15:48:00,94.92
9.61,63.19,695.33,0.81,2024-09-28,15:52:00,96.11
2.04,76.59,698.87,0.2,2024-09-28,15:56:00,95.94
8.45,66.78,612.86,0.36,2024-09-28,16:00:00,95.79
13.93,67.29,227.23,0.63,2024-09-28,16:04:00,92.88
8.85,83.15,694.1,0.51,2024-09-28,16:08:00,93.87
4.44,91.89,496.33,0.52,2024-09-28,16:12:00,96.7
6.03,74.13,282.92,0.18,2024-09-28,16:16:00,97.6
23.04,67.27,505.21,0.44,2024-09-28,16:20:00,97.06
10.32,82.71,11.9,0.97,2024-09-28,16:24:00,95.18
18.21,90.49,105.23,0.78,2024-09-28,16:28:00,96.75
25.17,86.19,597.37,0.39,2024-09-28,16:32:00,92.06
34.52,90.41,464.81,0.5,2024-09-28,16:36:00,91.09
1.97,78.78,262.22,0.57,2024-09-28,16:40:00,92.37
39.97,86.32,360.48,1.14,2024-09-28,16:44:00,100.0
31.4,64.9,651.7,0.34,2024-09-28,16:48:00,99.26
4.09,72.19,454.74,0.77,2024-09-28,16:52:00,91.9
43.68,73.63,286.67,0.5,2024-09-28,16:56:00,94.64
46.04,77.9,86.64,0.97,2024-09-28,17:00:00,94.22
3.05,92.52,211.5,1.03,2024-09-28,17:04:00,97.66
13.84,90.6,704.4,0.53,2024-09-28,17:08:00,96.37
40.31,64.71,314.9,0.3,2024-09-28,17:12:00,94.3
37.41,66.05,339.72,0.95,2024-09-28,17:16:00,96.17
9.23,72.52,358.99,0.49,2024-09-28,17:20:00,96.59
10.47,70.18,636.55,0.15,2024-09-28,17:24:00,91.31
18.52,81.52,434.83,0.12,2024-09-28,17:28:00,96.09
24.23,91.6,499.45,0.49,2024-09-28,17:32:00,94.98
30.91,93.68,280.38,0.03,2024-09-28,17:36:00,92.72
18.45,82.88,20.94,0.32,2024-09-28,17:40:00,93.82
23.13,89.34,670.3,0.99,2024-09-28,17:44:00,95.56
37.37,78.38,683.37,1.12,2024-09-28,17:48:00,95.23
1.83,67.29,683.39,0.99,2024-09-28,17:52:00,94.6
12.62,78.36,679.45,0.5,2024-09-28,17:56:00,94.36
35.67,79.43,586.97,0.24,2024-09-28,18:00:00,95.07
44.76,85.99,492.91,1.06,2024-09-28,18:04:00,91.74
25.58,67.7,608.05,0.56,2024-09-28,18:08:00,98.37
26.61,72.89,432.39,0.15,2024-09-28,18:12:00,94.21
5.36,72.74,96.75,0.52,2024-09-28,18:16:00,95.94
22.37,93.58,281.68,0.95,2024-09-28,18:20:00,98.16
26.63,75.54,699.33,0.06,2024-09-28,18:24:00,97.18
12.12,86.43,252.82,0.43,2024-09-28,18:28:00,95.51
13.46,86.28,624.84,1.21,2024-09-28,18:32:00,94.68
18.86,69.29,67.11,0.5,2024-09-28,18:36:00,94.84
1.0,80.02,240.61,0.18,2024-09-28,18:40:00,91.62
16.1,91.3,252.69,0.88,2024-09-28,18:44:00,92.43
10.57,76.63,37.15,0.72,2024-09-28,18:48:00,95.34
16.37,93.08,85.75,0.56,2024-09-28,18:52:00,94.1
5.99,67.51,139.08,0.19,2024-09-28,18:56:00,91.85
44.53,62.6,603.23,0.61,2024-09-28,19:00:00,95.42
29.68,91.2,45.65,0.77,2024-09-28,19:04:00,96.34
33.96,89.67,215.06,0.14,2024-09-28,19:08:00,97.15
39.46,94.74,7.33,0.6,2024-09-28,19:12:00,95.88
24.92,83.78,500.85,0.4,2024-09-28,19:16:00,93.55
4.35,92.78,446.62,0.09,2024-09-28,19:20:00,96.17
26.86,88.94,464.39,0.42,2024-09-28,19:24:00,95.35
29.34,89.55,269.56,0.35,2024-09-28,19:28:00,92.93
37.27,79.92,149.95,0.45,2024-09-28,19:32:00,92.86
21.58,73.38,518.63,0.31,2024-09-28,19:36:00,96.47
6.38,92.71,584.0,0.11,2024-09-28,19:40:00,95.39
14.19,75.12,99.79,1.16,2024-09-28,19:44:00,95.27
18.15,78.86,350.52,2.16,2024-09-28,19:48:00,94.87
32.3,75.61,179.08,0.36,2024-09-28,19:52:00,95.94
28.54,79.77,121.04,0.49,2024-09-28,19:56:00,93.7
17.8,76.47,528.71,2.13,2024-09-28,20:00:00,94.46
49.33,61.68,387.43,0.19,2024-09-28,20:04:00,96.2
30.29,90.87,155.65,0.3,2024-09-28,20:08:00,94.78
11.86,75.55,223.2,0.67,2024-09-28,20:12:00,93.2
5.09,80.61,695.99,0.58,2024-09-28,20:16:00,93.31
7.64,64.87,611.05,0.96,2024-09-28,20:20:00,94.77
12.3,60.12,633.56,0.74,2024-09-28,20:24:00,89.5
8.03,68.59,331.21,1.27,2024-09-28,20:28:00,98.17
9.33,84.66,449.14,0.63,2024-09-28,20:32:00,94.31
14.25,63.47,271.27,0.15,2024-09-28,20:36:00,95.62
8.67,91.81,55.95,0.36,2024-09-28,20:40:00,95.91
44.84,67.53,288.77,0.88,2024-09-28,20:44:00,95.14
4.01,67.16,427.67,0.42,2024-09-28,20:48:00,91.89
26.23,66.35,206.74,0.6,2024-09-28,20:52:00,92.48
20.52,60.49,610.52,0.61,2024-09-28,20:56:00,91.63
49.12,87.01,108.79,0.27,2024-09-28,21:00:00,96.79
5.6,90.63,264.33,0.35,2024-09-28,21:04:00,91.51
19.89,81.5,89.93,0.56,2024-09-28,21:08:00,93.26
48.47,66.59,291.48,0.85,2024-09-28,21:12:00,97.19
43.28,69.98,28.56,0.16,2024-09-28,21:16:00,92.31
40.85,76.66,196.24,0.51,2024-09-28,21:20:00,94.86
12.9,93.4,288.53,1.1,2024-09-28,21:24:00,96.07
8.54,68.66,344.28,0.48,2024-09-28,21:28:00,94.43
33.43,85.61,391.46,0.68,2024-09-28,21:32:00,94.85
46.47,75.38,197.99,1.26,2024-09-28,21:36:00,95.59
27.84,70.42,376.59,0.56,2024-09-28,21:40:00,98.09
28.58,75.96,366.48,1.23,2024-09-28,21:44:00,92.64
14.0,62.49,227.65,0.37,2024-09-28,21:48:00,93.63
38.47,87.95,597.74,1.02,2024-09-28,21:52:00,95.76
9.35,68.52,392.86,0.6,2024-09-28,21:56:00,94.09
16.18,85.39,239.23,0.61,2024-09-28,22:00:00,93.36
21.27,62.39,682.08,0.69,2024-09-28,22:04:00,96.53
25.38,93.43,608.48,0.61,2024-09-28,22:08:00,90.01
12.12,66.76,707.46,0.62,2024-09-28,22:12:00,96.71
5.74,90.9,498.41,1.54,2024-09-28,22:16:00,97.62
30.53,88.33,272.32,0.71,2024-09-28,22:20:00,94.03
14.43,93.88,202.22,1.03,2024-09-28,22:24:00,91.8
29.06,76.73,477.59,0.27,2024-09-28,22:28:00,94.78
7.72,85.46,706.19,0.12,2024-09-28,22:32:00,95.38
24.06,72.97,451.23,0.13,2024-09-28,22:36:00,91.13
26.63,66.45,634.76,0.17,2024-09-28,22:40:00,94.56
2.59,75.51,236.95,1.25,2024-09-28,22:44:00,98.29
16.83,65.8,293.01,0.12,2024-09-28,22:48:00,96.91
6.72,94.37,652.52,0.45,2024-09-28,22:52:00,95.42
3.17,63.37,544.94,1.8,2024-09-28,22:56:00,95.19
49.5,80.62,706.62,0.8,2024-09-28,23:00:00,94.44
16.12,81.93,557.83,0.32,2024-09-28,23:04:00,94.65
40.49,78.83,322.93,0.25,2024-09-28,23:08:00,94.15
12.73,83.18,382.37,0.38,2024-09-28,23:12:00,94.74
34.08,64.07,648.37,0.63,2024-09-28,23:16:00,91.06
38.01,79.43,397.19,0.39,2024-09-28,23:20:00,89.99
29.78,70.05,183.89,0.8,2024-09-28,23:24:00,92.81
23.58,92.91,313.65,1.5,2024-09-28,23:28:00,96.37
20.59,86.67,371.75,0.28,2024-09-28,23:32:00,95.48
17.44,94.04,69.64,1.55,2024-09-28,23:36:00,95.98
46.48,61.31,535.51,0.57,2024-09-28,23:40:00,94.47
41.53,69.98,78.73,0.38,2024-09-28,23:44:00,96.7
48.25,66.84,291.54,0.25,2024-09-28,23:48:00,96.93
6.21,60.39,579.33,0.73,2024-09-28,23:52:00,96.64
36.54,68.48,336.65,0.3,2024-09-28,23:56:00,92.88
46.92,83.76,606.25,0.78,2024-09-29,00:00:00,94.35
9.06,68.09,246.15,0.51,2024-09-29,00:04:00,93.3
3.32,77.82,689.5,0.35,2024-09-29,00:08:00,97.17
37.06,91.07,150.82,0.5,2024-09-29,00:12:00,96.46
28.72,84.28,27.55,0.72,2024-09-29,00:16:00,95.12
42.09,73.81,628.15,0.45,2024-09-29,00:20:00,95.58
6.99,73.04,541.59,0.3,2024-09-29,00:24:00,94.77
39.76,75.95,167.03,0.27,2024-09-29,00:28:00,92.32
10.08,66.2,709.01,0.84,2024-09-29,00:32:00,96.32
8.18,82.19,361.64,0.19,2024-09-29,00:36:00,98.2
8.21,72.75,684.77,0.28,2024-09-29,00:40:00,95.17
40.73,89.83,363.62,0.12,2024-09-29,00:44:00,93.91
33.26,86.48,339.75,0.48,2024-09-29,00:48:00,92.69
26.15,81.37,323.38,0.22,2024-09-29,00:52:00,93.62
17.94,72.75,241.11,0.45,2024-09-29,00:56:00,91.58
43.86,67.35,384.27,0.46,2024-09-29,01:00:00,92.29
19.62,87.17,325.84,0.48,2024-09-29,01:04:00,93.78
40.83,77.02,26.46,0.32,2024-09-29,01:08:00,94.74
21.96,67.87,187.51,0.83,2024-09-29,01:12:00,91.14
18.85,66.83,153.45,0.39,2024-09-29,01:16:00,94.47
23.13,65.79,624.55,0.28,2024-09-29,01:20:00,97.24
15.07,87.2,431.19,0.13,2024-09-29,01:24:00,94.94
37.38,68.01,549.85,0.93,2024-09-29,01:28:00,95.05
25.14,78.43,688.91,0.31,2024-09-29,01:32:00,94.87
11.61,75.8,463.71,0.79,2024-09-29,01:36:00,90.85
44.98,80.29,707.48,0.38,2024-09-29,01:40:00,91.02
19.19,90.7,224.47,1.6,2024-09-29,01:44:00,95.23
27.18,90.37,134.11,1.56,2024-09-29,01:48:00,95.44
45.32,75.79,290.38,0.63,2024-09-29,01:52:00,96.11
31.21,60.54,338.98,0.63,2024-09-29,01:56:00,96.71
5.84,74.93,644.66,0.59,2024-09-29,02:00:00,92.97
46.99,81.22,403.16,0.39,2024-09-29,02:04:00,95.93
31.39,79.52,210.37,0.88,2024-09-29,02:08:00,95.9
16.75,82.8,534.7,0.49,2024-09-29,02:12:00,97.05
6.96,65.39,364.2,0.19,2024-09-29,02:16:00,97.17
39.7,82.63,116.74,0.41,2024-09-29,02:20:00,93.18
31.0,66.39,415.31,0.2,2024-09-29,02:24:00,93.79
26.67,86.27,656.2,0.19,2024-09-29,02:28:00,94.36
44.69,71.87,606.69,0.26,2024-09-29,02:32:00,92.28
39.43,84.85,422.5,1.42,2024-09-29,02:36:00,96.14
7.58,61.68,271.5,0.68,2024-09-29,02:40:00,93.5
15.59,74.28,62.62,0.41,2024-09-29,02:44:00,96.25
12.42,84.68,338.15,0.38,2024-09-29,02:48:00,96.93
37.2,67.94,541.5,0.53,2024-09-29,02:52:00,93.33
1.68,87.84,259.4,0.32,2024-09-29,02:56:00,90.4
28.49,82.08,169.52,0.71,2024-09-29,03:00:00,93.82
38.12,80.56,670.59,0.56,2024-09-29,03:04:00,96.55
43.84,72.37,591.52,0.66,2024-09-29,03:08:00,96.51
17.1,76.89,459.56,0.39,2024-09-29,03:12:00,93.65
41.06,80.91,98.48,1.82,2024-09-29,03:16:00,94.09
5.53,76.54,104.33,0.2,2024-09-29,03:20:00,93.53
42.32,84.44,74.32,0.72,2024-09-29,03:24:00,92.64
6.37,75.18,443.73,0.33,2024-09-29,03:28:00,90.39
19.86,67.08,83.21,0.56,2024-09-29,03:32:00,94.85
39.86,67.49,606.69,0.61,2024-09-29,03:36:00,92.84
7.5,60.2,714.93,1.56,2024-09-29,03:40:00,94.23
11.46,70.53,263.77,0.62,2024-09-29,03:44:00,95.15
36.11,86.21,326.64,0.41,2024-09-29,03:48:00,95.59
36.0,87.8,512.4,0.3,2024-09-29,03:52:00,92.4
32.06,67.09,674.75,2.13,2024-09-29,03:56:00,91.81
34.7,93.57,643.75,0.77,2024-09-29,04:00:00,94.94
27.14,77.58,41.47,0.86,2024-09-29,04:04:00,95.07
12.59,92.09,121.73,0.08,2024-09-29,04:08:00,92.62
17.28,84.74,543.31,0.32,2024-09-29,04:12:00,95.72
9.08,85.29,496.0,0.72,2024-09-29,04:16:00,93.65
45.42,62.98,95.92,0.14,2024-09-29,04:20:00,92.23
29.17,67.7,361.49,0.54,2024-09-29,04:24:00,91.75
20.04,60.31,562.19,1.2,2024-09-29,04:28:00,94.68
23.1,85.06,157.52,0.23,2024-09-29,04:32:00,94.18
47.36,72.06,627.33,0.28,2024-09-29,04:36:00,94.45
7.67,87.53,38.14,1.03,2024-09-29,04:40:00,91.47
29.31,71.86,563.18,0.32,2024-09-29,04:44:00,89.22
25.29,88.68,443.39,0.26,2024-09-29,04:48:00,94.88
30.57,64.57,226.94,1.3,2024-09-29,04:52:00,96.06
0.91,66.07,519.07,0.49,2024-09-29,04:56:00,90.41
43.61,71.93,563.3,0.23,2024-09-29,05:00:00,92.8
46.61,74.3,672.41,1.07,2024-09-29,05:04:00,98.91
28.26,72.2,264.8,0.2,2024-09-29,05:08:00,94.75
34.83,86.73,493.93,0.52,2024-09-29,05:12:00,96.23
46.12,63.39,433.88,0.59,2024-09-29,05:16:00,96.87
35.36,72.29,378.15,0.3,2024-09-29,05:20:00,92.63
7.63,89.3,641.1,0.82,2024-09-29,05:24:00,98.27
28.81,62.34,2.28,0.25,2024-09-29,05:28:00,90.11
30.34,92.98,203.12,0.86,2024-09-29,05:32:00,94.59
21.21,94.52,387.56,0.44,2024-09-29,05:36:00,94.26
36.82,63.1,128.37,0.22,2024-09-29,05:40:00,91.35
46.72,70.19,653.66,0.53,2024-09-29,05:44:00,92.07
46.28,73.03,466.27,0.64,2024-09-29,05:48:00,92.32
22.54,87.17,344.08,0.08,2024-09-29,05:52:00,90.65
5.66,80.86,586.59,1.21,2024-09-29,05:56:00,90.7
49.24,82.55,324.64,0.47,2024-09-29,06:00:00,92.88
41.94,86.51,402.23,0.36,2024-09-29,06:04:00,92.54
6.23,64.13,1.98,0.61,2024-09-29,06:08:00,92.19
46.04,89.16,263.3,0.51,2024-09-29,06:12:00,95.16
43.49,84.7,99.93,0.34,2024-09-29,06:16:00,91.99
25.94,80.21,496.58,0.62,2024-09-29,06:20:00,94.02
29.56,91.14,344.9,0.86,2024-09-29,06:24:00,93.47
19.95,84.51,217.27,0.38,2024-09-29,06:28:00,92.83
2.74,67.06,336.84,0.03,2024-09-29,06:32:00,90.72
16.76,75.04,150.93,0.79,2024-09-29,06:36:00,93.11
40.14,77.29,666.06,0.47,2024-09-29,06:40:00,92.16
0.23,61.93,38.86,0.22,2024-09-29,06:44:00,95.35
16.67,93.41,623.1,0.66,2024-09-29,06:48:00,94.7
19.91,64.5,368.18,0.22,2024-09-29,06:52:00,92.24
26.87,84.41,445.64,0.77,2024-09-29,06:56:00,91.62
45.99,77.72,217.88,0.19,2024-09-29,07:00:00,91.61
17.32,60.9,696.02,0.32,2024-09-29,07:04:00,92.9
17.35,92.37,202.93,0.1,2024-09-29,07:08:00,95.48
36.88,89.81,423.99,0.31,2024-09-29,07:12:00,95.74
22.61,78.35,715.26,0.36,2024-09-29,07:16:00,88.03
11.23,68.01,634.39,0.47,2024-09-29,07:20:00,96.4
22.62,64.26,386.16,0.39,2024-09-29,07:24:00,93.12
7.04,72.72,713.07,0.2,2024-09-29,07:28:00,90.59
8.82,68.94,504.99,0.46,2024-09-29,07:32:00,93.23
24.92,77.73,150.26,0.32,2024-09-29,07:36:00,91.67
20.95,93.82,292.03,0.54,2024-09-29,07:40:00,96.62
45.74,80.12,240.84,0.25,2024-09-29,07:44:00,92.15
18.12,91.15,247.69,0.3,2024-09-29,07:48:00,91.39
29.03,82.78,547.53,0.62,2024-09-29,07:52:00,97.49
31.61,76.63,420.67,0.4,2024-09-29,07:56:00,94.09
0.65,89.91,27.43,0.12,2024-09-29,08:00:00,92.26
33.18,76.5,631.76,1.26,2024-09-29,08:04:00,96.98
